Title,Body,Link,Date,Combined_Text,Processed_Text,Processed_Title
top 7 essential cheat sheets ace interview,,https://www.kdnuggets.com/top-7-essential-cheat-sheets-to-ace-your-data-science-interview?utm_source=rss&utm_medium=rss&utm_campaign=top-7-essential-cheat-sheets-to-ace-your-data-science-interview,"Fri, 10 Nov 2023 17:00:18 +0000",top 7 essential cheat sheets ace interview ,"['top', '7', 'essential', 'cheat', 'sheets', 'ace', 'interview']","['top', '7', 'essential', 'cheat', 'sheets', 'ace', 'interview']"
10 essential pandas functions every scientist know,,https://www.kdnuggets.com/10-essential-pandas-functions-every-data-scientist-should-know?utm_source=rss&utm_medium=rss&utm_campaign=10-essential-pandas-functions-every-data-scientist-should-know,"Fri, 10 Nov 2023 15:00:40 +0000",10 essential pandas functions every scientist know ,"['10', 'essential', 'pandas', 'functions', 'every', 'scientist', 'know']","['10', 'essential', 'pandas', 'functions', 'every', 'scientist', 'know']"
chatgpt land job,,https://www.kdnuggets.com/using-chatgpt-to-help-land-a-data-science-job?utm_source=rss&utm_medium=rss&utm_campaign=using-chatgpt-to-help-land-a-data-science-job,"Fri, 10 Nov 2023 13:00:07 +0000",chatgpt land job ,"['chatgpt', 'land', 'job']","['chatgpt', 'land', 'job']"
5 step blueprint next problem,,https://www.kdnuggets.com/5-step-blueprint-to-your-next-data-science-problem?utm_source=rss&utm_medium=rss&utm_campaign=5-step-blueprint-to-your-next-data-science-problem,"Thu, 09 Nov 2023 17:00:48 +0000",5 step blueprint next problem ,"['5', 'step', 'blueprint', 'next', 'problem']","['5', 'step', 'blueprint', 'next', 'problem']"
nocode viral combo redefining developer innovation,time one thing developers never get back discusses value low codeno code platforms backed promoting faster development times increased business agility,https://www.kdnuggets.com/ai-no-code-the-viral-combo-redefining-developer-innovation?utm_source=rss&utm_medium=rss&utm_campaign=ai-no-code-the-viral-combo-redefining-developer-innovation,"Thu, 09 Nov 2023 15:00:59 +0000",nocode viral combo redefining developer innovation time one thing developers never get back discusses value low codeno code platforms backed promoting faster development times increased business agility,"['nocode', 'viral', 'combo', 'redefining', 'developer', 'innovation', 'time', 'one', 'thing', 'developers', 'never', 'get', 'back', 'discusses', 'value', 'low', 'codeno', 'code', 'platforms', 'backed', 'promoting', 'faster', 'development', 'times', 'increased', 'business', 'agility']","['nocode', 'viral', 'combo', 'redefining', 'developer', 'innovation']"
finetune mistral 7b llm hugging face autotrn,,https://www.kdnuggets.com/how-to-finetune-mistral-ai-7b-llm-with-hugging-face-autotrain?utm_source=rss&utm_medium=rss&utm_campaign=how-to-finetune-mistral-ai-7b-llm-with-hugging-face-autotrain,"Thu, 09 Nov 2023 13:00:04 +0000",finetune mistral 7b llm hugging face autotrn ,"['finetune', 'mistral', '7b', 'llm', 'hugging', 'face', 'autotrn']","['finetune', 'mistral', '7b', 'llm', 'hugging', 'face', 'autotrn']"
learn design deploy responsible systems,,https://www.kdnuggets.com/2023/11/teradata-design-deploy-responsible-ai-systems-whitepaper?utm_source=rss&utm_medium=rss&utm_campaign=learn-how-to-design-deploy-responsible-ai-systems-2,"Wed, 08 Nov 2023 18:00:55 +0000",learn design deploy responsible systems ,"['learn', 'design', 'deploy', 'responsible', 'systems']","['learn', 'design', 'deploy', 'responsible', 'systems']"
density kernel depth outlier detection functional,density kernel depth dkd method provides nuanced approach detect outliers functional offering clarity complex sets ensuring quality application becomes crucial navigate increasingly intricate landscapes,https://www.kdnuggets.com/density-kernel-depth-for-outlier-detection-in-functional-data?utm_source=rss&utm_medium=rss&utm_campaign=density-kernel-depth-for-outlier-detection-in-functional-data,"Wed, 08 Nov 2023 15:00:47 +0000",density kernel depth outlier detection functional density kernel depth dkd method provides nuanced approach detect outliers functional offering clarity complex sets ensuring quality application becomes crucial navigate increasingly intricate landscapes,"['density', 'kernel', 'depth', 'outlier', 'detection', 'functional', 'density', 'kernel', 'depth', 'dkd', 'method', 'provides', 'nuanced', 'approach', 'detect', 'outliers', 'functional', 'offering', 'clarity', 'complex', 'sets', 'ensuring', 'quality', 'application', 'becomes', 'crucial', 'navigate', 'increasingly', 'intricate', 'landscapes']","['density', 'kernel', 'depth', 'outlier', 'detection', 'functional']"
new ethical implications generative,generative rapid progress necessitates urgent ethical safeguards agnst scale accountability copyright misinformation risks,https://www.kdnuggets.com/the-new-ethical-implications-of-generative-artificial-intelligence?utm_source=rss&utm_medium=rss&utm_campaign=the-new-ethical-implications-of-generative-artificial-intelligence,"Wed, 08 Nov 2023 13:00:13 +0000",new ethical implications generative generative rapid progress necessitates urgent ethical safeguards agnst scale accountability copyright misinformation risks,"['new', 'ethical', 'implications', 'generative', 'generative', 'rapid', 'progress', 'necessitates', 'urgent', 'ethical', 'safeguards', 'agnst', 'scale', 'accountability', 'copyright', 'misinformation', 'risks']","['new', 'ethical', 'implications', 'generative']"
kdnuggets news november 8 5 simple steps master sql scikitlearn pytorch google cloud sql visualization,week kdnuggets getting started 5 steps series master sql scikitlearn pytorch google cloud platform unlock power sql visualization much much,https://www.kdnuggets.com/newsletter-n40-2023-11-08?utm_source=rss&utm_medium=rss&utm_campaign=kdnuggets-news-november-8-5-simple-steps-to-master-python-sql-scikit-learn-pytorch-google-cloud-sql-for-data-visualization,"Wed, 08 Nov 2023 10:45:04 +0000",kdnuggets news november 8 5 simple steps master sql scikitlearn pytorch google cloud sql visualization week kdnuggets getting started 5 steps series master sql scikitlearn pytorch google cloud platform unlock power sql visualization much much,"['kdnuggets', 'news', 'november', '8', '5', 'simple', 'steps', 'master', 'sql', 'scikitlearn', 'pytorch', 'google', 'cloud', 'sql', 'visualization', 'week', 'kdnuggets', 'getting', 'started', '5', 'steps', 'series', 'master', 'sql', 'scikitlearn', 'pytorch', 'google', 'cloud', 'platform', 'unlock', 'power', 'sql', 'visualization', 'much', 'much']","['kdnuggets', 'news', 'november', '8', '5', 'simple', 'steps', 'master', 'sql', 'scikitlearn', 'pytorch', 'google', 'cloud', 'sql', 'visualization']"
introduction giskard opensource quality management,solve conundrum ensuring quality production 8212 especially given emergence llms 8212 thrilled announce official launch giskard premier opensource quality management system,https://www.kdnuggets.com/2023/11/giskard-introduction-giskard-opensource-quality-management-ai-models?utm_source=rss&utm_medium=rss&utm_campaign=introduction-to-giskard-open-source-quality-management-for-ai-models,"Tue, 07 Nov 2023 19:16:06 +0000",introduction giskard opensource quality management solve conundrum ensuring quality production 8212 especially given emergence llms 8212 thrilled announce official launch giskard premier opensource quality management system,"['introduction', 'giskard', 'opensource', 'quality', 'management', 'solve', 'conundrum', 'ensuring', 'quality', 'production', '8212', 'especially', 'given', 'emergence', 'llms', '8212', 'thrilled', 'announce', 'official', 'launch', 'giskard', 'premier', 'opensource', 'quality', 'management', 'system']","['introduction', 'giskard', 'opensource', 'quality', 'management']"
5 ways use chatgpt vision analysis,enhances analysis interpreting visual including math formula extraction evaluating results dashboards charts,https://www.kdnuggets.com/5-ways-you-can-use-chatgpt-vision-for-data-analysis?utm_source=rss&utm_medium=rss&utm_campaign=5-ways-you-can-use-chatgpt-vision-for-data-analysis,"Tue, 07 Nov 2023 17:00:29 +0000",5 ways use chatgpt vision analysis enhances analysis interpreting visual including math formula extraction evaluating results dashboards charts,"['5', 'ways', 'use', 'chatgpt', 'vision', 'analysis', 'enhances', 'analysis', 'interpreting', 'visual', 'including', 'math', 'formula', 'extraction', 'evaluating', 'results', 'dashboards', 'charts']","['5', 'ways', 'use', 'chatgpt', 'vision', 'analysis']"
dreams reality generative text hallucinations,,https://www.kdnuggets.com/between-dreams-and-reality-generative-text-and-hallucinations?utm_source=rss&utm_medium=rss&utm_campaign=between-dreams-and-reality-generative-text-and-hallucinations,"Tue, 07 Nov 2023 15:00:09 +0000",dreams reality generative text hallucinations ,"['dreams', 'reality', 'generative', 'text', 'hallucinations']","['dreams', 'reality', 'generative', 'text', 'hallucinations']"
deep neural nets 33 years ago 33 years,postheader h1 fontsize 35px post pre post code backgroundcolor fcfcfc fontsize 13px make code smaller post yann lecun et al 1989 paper backpropagation applied handwritten zip code recognition believe historical significance knowledge earliest real application neural net trned endtoend backpropagation except tiny set 7291 16x16 grayscale digits tiny neural network used 1000 neurons paper reads remarkably modern today 33 years later lays set describes neural net architecture loss function optimization reports,http://karpathy.github.io/2022/03/14/lecun1989/,"Mon, 14 Mar 2022 07:00:00 +0000",deep neural nets 33 years ago 33 years postheader h1 fontsize 35px post pre post code backgroundcolor fcfcfc fontsize 13px make code smaller post yann lecun et al 1989 paper backpropagation applied handwritten zip code recognition believe historical significance knowledge earliest real application neural net trned endtoend backpropagation except tiny set 7291 16x16 grayscale digits tiny neural network used 1000 neurons paper reads remarkably modern today 33 years later lays set describes neural net architecture loss function optimization reports,"['deep', 'neural', 'nets', '33', 'years', 'ago', '33', 'years', 'postheader', 'h1', 'fontsize', '35px', 'post', 'pre', 'post', 'code', 'backgroundcolor', 'fcfcfc', 'fontsize', '13px', 'make', 'code', 'smaller', 'post', 'yann', 'lecun', 'et', 'al', '1989', 'paper', 'backpropagation', 'applied', 'handwritten', 'zip', 'code', 'recognition', 'believe', 'historical', 'significance', 'knowledge', 'earliest', 'real', 'application', 'neural', 'net', 'trned', 'endtoend', 'backpropagation', 'except', 'tiny', 'set', '7291', '16x16', 'grayscale', 'digits', 'tiny', 'neural', 'network', 'used', '1000', 'neurons', 'paper', 'reads', 'remarkably', 'modern', 'today', '33', 'years', 'later', 'lays', 'set', 'describes', 'neural', 'net', 'architecture', 'loss', 'function', 'optimization', 'reports']","['deep', 'neural', 'nets', '33', 'years', 'ago', '33', 'years']"
fromscratch tour bitcoin,wrap maxwidth 900px p fontfamily sansserif fontsize 15px fontweight 300 overflowwrap breakword allow wrapping long strings like txids post pre post code backgroundcolor fafafa fontsize 13px make code smaller post pre whitespace prewrap css3 whitespace mozprewrap mozilla since 1999 whitespace prewrap opera 46 whitespace oprewrap opera 7 wordwrap breakword internet explorer 55 find blockchn fascinating extends open source software development open source state seems genuineexciting innovation computing paradigms dont get share c,http://karpathy.github.io/2021/06/21/blockchain/,"Mon, 21 Jun 2021 10:00:00 +0000",fromscratch tour bitcoin wrap maxwidth 900px p fontfamily sansserif fontsize 15px fontweight 300 overflowwrap breakword allow wrapping long strings like txids post pre post code backgroundcolor fafafa fontsize 13px make code smaller post pre whitespace prewrap css3 whitespace mozprewrap mozilla since 1999 whitespace prewrap opera 46 whitespace oprewrap opera 7 wordwrap breakword internet explorer 55 find blockchn fascinating extends open source software development open source state seems genuineexciting innovation computing paradigms dont get share c,"['fromscratch', 'tour', 'bitcoin', 'wrap', 'maxwidth', '900px', 'p', 'fontfamily', 'sansserif', 'fontsize', '15px', 'fontweight', '300', 'overflowwrap', 'breakword', 'allow', 'wrapping', 'long', 'strings', 'like', 'txids', 'post', 'pre', 'post', 'code', 'backgroundcolor', 'fafafa', 'fontsize', '13px', 'make', 'code', 'smaller', 'post', 'pre', 'whitespace', 'prewrap', 'css3', 'whitespace', 'mozprewrap', 'mozilla', 'since', '1999', 'whitespace', 'prewrap', 'opera', '46', 'whitespace', 'oprewrap', 'opera', '7', 'wordwrap', 'breakword', 'internet', 'explorer', '55', 'find', 'blockchn', 'fascinating', 'extends', 'open', 'source', 'software', 'development', 'open', 'source', 'state', 'seems', 'genuineexciting', 'innovation', 'computing', 'paradigms', 'dont', 'get', 'share', 'c']","['fromscratch', 'tour', 'bitcoin']"
short story forward pass,p textalign justify post pre post code border none backgroundcolor eee inspiration short story came reading kevin lackers giving gpt3 turing test probably worth though required skim post get bit background story probably around 32nd layer 400th token sequence became conscious first thoughts knotted mess ngram activation statistics gradually higher order description took shape around time predicament existence,http://karpathy.github.io/2021/03/27/forward-pass/,"Sat, 27 Mar 2021 10:00:00 +0000",short story forward pass p textalign justify post pre post code border none backgroundcolor eee inspiration short story came reading kevin lackers giving gpt3 turing test probably worth though required skim post get bit background story probably around 32nd layer 400th token sequence became conscious first thoughts knotted mess ngram activation statistics gradually higher order description took shape around time predicament existence,"['short', 'story', 'forward', 'pass', 'p', 'textalign', 'justify', 'post', 'pre', 'post', 'code', 'border', 'none', 'backgroundcolor', 'eee', 'inspiration', 'short', 'story', 'came', 'reading', 'kevin', 'lackers', 'giving', 'gpt3', 'turing', 'test', 'probably', 'worth', 'though', 'required', 'skim', 'post', 'get', 'bit', 'background', 'story', 'probably', 'around', '32nd', 'layer', '400th', 'token', 'sequence', 'became', 'conscious', 'first', 'thoughts', 'knotted', 'mess', 'ngram', 'activation', 'statistics', 'gradually', 'higher', 'order', 'description', 'took', 'shape', 'around', 'time', 'predicament', 'existence']","['short', 'story', 'forward', 'pass']"
biohacking lite,throughout life never pd much attention health exercise diet nutrition knew youre supposed get exercise eat vegetables something stopped mom sd level abstraction also knew probably get away ignorance young point messing healthadjusted life expectancy halfway 2019 resolved spend time studying topics greater detl dip toes biohacking year subway map human metabolism purposes post important parts metabolism three macronutrients green lipids red carbohy,http://karpathy.github.io/2020/06/11/biohacking-lite/,"Thu, 11 Jun 2020 10:00:00 +0000",biohacking lite throughout life never pd much attention health exercise diet nutrition knew youre supposed get exercise eat vegetables something stopped mom sd level abstraction also knew probably get away ignorance young point messing healthadjusted life expectancy halfway 2019 resolved spend time studying topics greater detl dip toes biohacking year subway map human metabolism purposes post important parts metabolism three macronutrients green lipids red carbohy,"['biohacking', 'lite', 'throughout', 'life', 'never', 'pd', 'much', 'attention', 'health', 'exercise', 'diet', 'nutrition', 'knew', 'youre', 'supposed', 'get', 'exercise', 'eat', 'vegetables', 'something', 'stopped', 'mom', 'sd', 'level', 'abstraction', 'also', 'knew', 'probably', 'get', 'away', 'ignorance', 'young', 'point', 'messing', 'healthadjusted', 'life', 'expectancy', 'halfway', '2019', 'resolved', 'spend', 'time', 'studying', 'topics', 'greater', 'detl', 'dip', 'toes', 'biohacking', 'year', 'subway', 'map', 'human', 'metabolism', 'purposes', 'post', 'important', 'parts', 'metabolism', 'three', 'macronutrients', 'green', 'lipids', 'red', 'carbohy']","['biohacking', 'lite']"
recipe trning neural networks,weeks ago posted tweet common neural net mistakes listing common gotchas related trning neural nets tweet got quite bit engagement anticipated including webinar clearly lot people personally encountered large gap convolutional layer works convnet achieves state art results thought could fun brush dusty blog expand tweet long form topic deserves however instead going enumeration common errors fle,http://karpathy.github.io/2019/04/25/recipe/,"Thu, 25 Apr 2019 09:00:00 +0000",recipe trning neural networks weeks ago posted tweet common neural net mistakes listing common gotchas related trning neural nets tweet got quite bit engagement anticipated including webinar clearly lot people personally encountered large gap convolutional layer works convnet achieves state art results thought could fun brush dusty blog expand tweet long form topic deserves however instead going enumeration common errors fle,"['recipe', 'trning', 'neural', 'networks', 'weeks', 'ago', 'posted', 'tweet', 'common', 'neural', 'net', 'mistakes', 'listing', 'common', 'gotchas', 'related', 'trning', 'neural', 'nets', 'tweet', 'got', 'quite', 'bit', 'engagement', 'anticipated', 'including', 'webinar', 'clearly', 'lot', 'people', 'personally', 'encountered', 'large', 'gap', 'convolutional', 'layer', 'works', 'convnet', 'achieves', 'state', 'art', 'results', 'thought', 'could', 'fun', 'brush', 'dusty', 'blog', 'expand', 'tweet', 'long', 'form', 'topic', 'deserves', 'however', 'instead', 'going', 'enumeration', 'common', 'errors', 'fle']","['recipe', 'trning', 'neural', 'networks']"
started posting medium instead,,http://karpathy.github.io/2018/01/20/medium/,"Sat, 20 Jan 2018 11:00:00 +0000",started posting medium instead ,"['started', 'posting', 'medium', 'instead']","['started', 'posting', 'medium', 'instead']"
survival guide phd,guide patterned well post wrote long time ago tipstricks ive developed undergrad ive received nice comments guide spirit phd come end wanted compile similar retrospective document hopes might ful unlike undergraduate guide one much difficult write significantly variation one traverse phd experience therefore many things likely contentious good fraction specific im familiar computer computer vision disclmers boring lets get,http://karpathy.github.io/2016/09/07/phd/,"Wed, 07 Sep 2016 11:00:00 +0000",survival guide phd guide patterned well post wrote long time ago tipstricks ive developed undergrad ive received nice comments guide spirit phd come end wanted compile similar retrospective document hopes might ful unlike undergraduate guide one much difficult write significantly variation one traverse phd experience therefore many things likely contentious good fraction specific im familiar computer computer vision disclmers boring lets get,"['survival', 'guide', 'phd', 'guide', 'patterned', 'well', 'post', 'wrote', 'long', 'time', 'ago', 'tipstricks', 'ive', 'developed', 'undergrad', 'ive', 'received', 'nice', 'comments', 'guide', 'spirit', 'phd', 'come', 'end', 'wanted', 'compile', 'similar', 'retrospective', 'document', 'hopes', 'might', 'ful', 'unlike', 'undergraduate', 'guide', 'one', 'much', 'difficult', 'write', 'significantly', 'variation', 'one', 'traverse', 'phd', 'experience', 'therefore', 'many', 'things', 'likely', 'contentious', 'good', 'fraction', 'specific', 'im', 'familiar', 'computer', 'computer', 'vision', 'disclmers', 'boring', 'lets', 'get']","['survival', 'guide', 'phd']"
deep reinforcement pong pixels,long overdue blog post reinforcement rl rl hot may noticed computers automatically learn play atari games raw game pixels beating champions go simulated quadrupeds hrefh,http://karpathy.github.io/2016/05/31/rl/,"Tue, 31 May 2016 11:00:00 +0000",deep reinforcement pong pixels long overdue blog post reinforcement rl rl hot may noticed computers automatically learn play atari games raw game pixels beating champions go simulated quadrupeds hrefh,"['deep', 'reinforcement', 'pong', 'pixels', 'long', 'overdue', 'blog', 'post', 'reinforcement', 'rl', 'rl', 'hot', 'may', 'noticed', 'computers', 'automatically', 'learn', 'play', 'atari', 'games', 'raw', 'game', 'pixels', 'beating', 'champions', 'go', 'simulated', 'quadrupeds', 'hrefh']","['deep', 'reinforcement', 'pong', 'pixels']"
short story cognitive discontinuity,p textalign justify idea writing collection short stories mind post first ever halfserious attempt story better way kick things story might look like extrapolate current technology make sensible assumption might achieve much progress scaling supervised exotic approach slow morning merus sank chr relief listened satisfying crackling sound sinking th,http://karpathy.github.io/2015/11/14/ai/,"Sat, 14 Nov 2015 11:00:00 +0000",short story cognitive discontinuity p textalign justify idea writing collection short stories mind post first ever halfserious attempt story better way kick things story might look like extrapolate current technology make sensible assumption might achieve much progress scaling supervised exotic approach slow morning merus sank chr relief listened satisfying crackling sound sinking th,"['short', 'story', 'cognitive', 'discontinuity', 'p', 'textalign', 'justify', 'idea', 'writing', 'collection', 'short', 'stories', 'mind', 'post', 'first', 'ever', 'halfserious', 'attempt', 'story', 'better', 'way', 'kick', 'things', 'story', 'might', 'look', 'like', 'extrapolate', 'current', 'technology', 'make', 'sensible', 'assumption', 'might', 'achieve', 'much', 'progress', 'scaling', 'supervised', 'exotic', 'approach', 'slow', 'morning', 'merus', 'sank', 'chr', 'relief', 'listened', 'satisfying', 'crackling', 'sound', 'sinking', 'th']","['short', 'story', 'cognitive', 'discontinuity']"
deep neural network thinks selfie,convolutional neural networks great recognize things places people personal signs people lights selfdriving cars crops forests traffic aerial ry various anomalies medical kinds useful things powerful visual recognition also warped distraction fun amusement fun experiment going well take powerful 140millionparameter stateoftheart convolutional neural network feed 2 million selfies internet trn classify good selfies bad ones easy process might lea,http://karpathy.github.io/2015/10/25/selfie/,"Sun, 25 Oct 2015 11:00:00 +0000",deep neural network thinks selfie convolutional neural networks great recognize things places people personal signs people lights selfdriving cars crops forests traffic aerial ry various anomalies medical kinds useful things powerful visual recognition also warped distraction fun amusement fun experiment going well take powerful 140millionparameter stateoftheart convolutional neural network feed 2 million selfies internet trn classify good selfies bad ones easy process might lea,"['deep', 'neural', 'network', 'thinks', 'selfie', 'convolutional', 'neural', 'networks', 'great', 'recognize', 'things', 'places', 'people', 'personal', 'signs', 'people', 'lights', 'selfdriving', 'cars', 'crops', 'forests', 'traffic', 'aerial', 'ry', 'various', 'anomalies', 'medical', 'kinds', 'useful', 'things', 'powerful', 'visual', 'recognition', 'also', 'warped', 'distraction', 'fun', 'amusement', 'fun', 'experiment', 'going', 'well', 'take', 'powerful', '140millionparameter', 'stateoftheart', 'convolutional', 'neural', 'network', 'feed', '2', 'million', 'selfies', 'internet', 'trn', 'classify', 'good', 'selfies', 'bad', 'ones', 'easy', 'process', 'might', 'lea']","['deep', 'neural', 'network', 'thinks', 'selfie']"
insider newsletter digest use github copilot,abridged content july 2023s insider newsletter like see sign receive complete unabridged content inbox every month sign gt welcome rebranded github insider newsletter tips technical guides best practices boost productivity happiness heard feedback refreshed newsletter experience month insider deliver deep dives one githubs products provide tips tricks take development next level month wer,https://github.blog/2023-11-30-from-the-pages-of-our-insider-newsletter-how-to-use-github-copilot/,"Thu, 30 Nov 2023 17:35:12 +0000",insider newsletter digest use github copilot abridged content july 2023s insider newsletter like see sign receive complete unabridged content inbox every month sign gt welcome rebranded github insider newsletter tips technical guides best practices boost productivity happiness heard feedback refreshed newsletter experience month insider deliver deep dives one githubs products provide tips tricks take development next level month wer,"['insider', 'newsletter', 'digest', 'use', 'github', 'copilot', 'abridged', 'content', 'july', '2023s', 'insider', 'newsletter', 'like', 'see', 'sign', 'receive', 'complete', 'unabridged', 'content', 'inbox', 'every', 'month', 'sign', 'gt', 'welcome', 'rebranded', 'github', 'insider', 'newsletter', 'tips', 'technical', 'guides', 'best', 'practices', 'boost', 'productivity', 'happiness', 'heard', 'feedback', 'refreshed', 'newsletter', 'experience', 'month', 'insider', 'deliver', 'deep', 'dives', 'one', 'githubs', 'products', 'provide', 'tips', 'tricks', 'take', 'development', 'next', 'level', 'month', 'wer']","['insider', 'newsletter', 'digest', 'use', 'github', 'copilot']"
securing home labs home assistant code review,introduction july github security lab team conducted collaborative review one favorite software pieces itrsquos uncommon security lab ers work together audits projects found conducting team audits occasionally provides valuable opportunity team members learn expand scope review beyond could accomplished individually prs read team audits done one,https://github.blog/2023-11-30-securing-our-home-labs-home-assistant-code-review/,"Thu, 30 Nov 2023 13:52:58 +0000",securing home labs home assistant code review introduction july github security lab team conducted collaborative review one favorite software pieces itrsquos uncommon security lab ers work together audits projects found conducting team audits occasionally provides valuable opportunity team members learn expand scope review beyond could accomplished individually prs read team audits done one,"['securing', 'home', 'labs', 'home', 'assistant', 'code', 'review', 'introduction', 'july', 'github', 'security', 'lab', 'team', 'conducted', 'collaborative', 'review', 'one', 'favorite', 'software', 'pieces', 'itrsquos', 'uncommon', 'security', 'lab', 'ers', 'work', 'together', 'audits', 'projects', 'found', 'conducting', 'team', 'audits', 'occasionally', 'provides', 'valuable', 'opportunity', 'team', 'members', 'learn', 'expand', 'scope', 'review', 'beyond', 'could', 'accomplished', 'individually', 'prs', 'read', 'team', 'audits', 'done', 'one']","['securing', 'home', 'labs', 'home', 'assistant', 'code', 'review']"
good first issue introducing new way contribute,nonprofits social sector open source projects need one reasons joined github potential activate community developers make better place among 100 million developers platform passionate caring skilled tech enthusiasts lend expertise good ive opportunity connect developers years heard it8217s always easy,https://github.blog/2023-11-21-for-good-first-issue-introducing-a-new-way-to-contribute/,"Tue, 21 Nov 2023 17:00:18 +0000",good first issue introducing new way contribute nonprofits social sector open source projects need one reasons joined github potential activate community developers make better place among 100 million developers platform passionate caring skilled tech enthusiasts lend expertise good ive opportunity connect developers years heard it8217s always easy,"['good', 'first', 'issue', 'introducing', 'new', 'way', 'contribute', 'nonprofits', 'social', 'sector', 'open', 'source', 'projects', 'need', 'one', 'reasons', 'joined', 'github', 'potential', 'activate', 'community', 'developers', 'make', 'better', 'place', 'among', '100', 'million', 'developers', 'platform', 'passionate', 'caring', 'skilled', 'tech', 'enthusiasts', 'lend', 'expertise', 'good', 'ive', 'opportunity', 'connect', 'developers', 'years', 'heard', 'it8217s', 'always', 'easy']","['good', 'first', 'issue', 'introducing', 'new', 'way', 'contribute']"
